90111,1,stretchH,'all',f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,2,width,1000,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,3,autoWrapRow,true,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,5,startRows,1,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,6,maxRows,10000,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,7,rowHeaders,true,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,10,name,New page Data,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90214,8,readOnly,true,t,\N,yomo,2018-04-12 03:19:48.399266,yomo,2018-04-12 03:19:48.399266
90213,4,height,280,f,\N,yomo,2018-04-12 03:19:43.239441,yomo,2018-04-12 03:19:43.239441
90212,16,bindName,yomo.v_cmpt_master,f,\N,yomo,2018-04-12 05:52:04.484887,yomo,2018-04-12 05:52:04.484887
90214,4,height,800,f,\N,yomo,2018-04-12 03:19:48.399266,yomo,2018-04-12 03:19:48.399266
90111,9,contextMenu,"object:[""row_above"", ""row_below"", ""save_data""]",f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90212,9,contextMenu,"object:[""row_above"", ""row_below"", ""remove_row"", ""save_data""]",f,\N,yomo,2018-04-12 03:19:37.974713,yomo,2018-04-12 03:19:37.974713
90111,15,lokiData,true,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90111,8,readOnly,false,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90213,9,contextMenu,"object:[""row_above"", ""row_below"", ""remove_row"", ""save_data""]",f,\N,yomo,2018-04-12 03:19:43.239441,yomo,2018-04-12 03:19:43.239441
90213,16,bindName,yomo.v_cmpt_conf,f,\N,yomo,2018-04-12 06:38:19.239008,yomo,2018-04-12 06:38:19.239008
90214,16,bindName,yomo.v_cmpt_col_conf,f,\N,yomo,2018-04-12 06:49:51.641895,yomo,2018-04-12 06:49:51.641895
90211,1,stretchH,'all',f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,2,width,1000,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,3,autoWrapRow,true,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,5,startRows,1,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,6,maxRows,10000,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,7,rowHeaders,true,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,8,readOnly,true,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,10,name,New page Data,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90211,15,lokiData,true,f,\N,yomo,2018-04-11 12:06:47.629156,yomo,2018-04-11 12:06:47.629156
90111,4,height,800,f,\N,yomo,2018-04-11 09:48:34.432415,yomo,2018-04-11 09:48:58.852567
90212,1,stretchH,'all',f,\N,yomo,2018-04-12 03:19:37.974713,yomo,2018-04-12 03:19:37.974713
