90111,1,1,name,ID,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,1,4,name-jp,ID,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,1,3,data,id,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,1,2,type,text,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,2,2,type,text,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,3,2,type,text,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,4,2,type,text,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,5,2,type,text,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,2,1,name,PID,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,2,4,name-jp,PID,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,2,3,data,pid,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,4,1,name,Title_JP,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,4,4,name-jp,Title_JP,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,4,3,data,display_jp,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,5,1,name,Href,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,5,4,name-jp,Href,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,5,3,data,href,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90214,2,2,type,text,f,yomo,2018-04-12 06:45:21.701556,yomo,2018-04-12 06:45:21.701556
90111,3,1,name,Title,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,3,4,name-jp,Title,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90214,3,2,type,text,f,yomo,2018-04-12 06:45:30.656075,yomo,2018-04-12 06:45:30.656075
90111,3,3,data,display,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,6,3,data,has_children,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,6,1,name,Has Children,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,6,4,name-jp,Has Children,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90111,6,2,type,checkbox,f,yomo,2018-04-11 09:49:30.02256,yomo,2018-04-11 09:49:49.417848
90214,4,2,type,text,f,yomo,2018-04-12 06:45:35.366097,yomo,2018-04-12 06:45:35.366097
90214,5,2,type,text,f,yomo,2018-04-12 06:45:40.121037,yomo,2018-04-12 06:45:40.121037
90212,1,1,name,Component ID,f,yomo,2018-04-12 03:21:06.654566,yomo,2018-04-12 03:21:06.654566
90214,2,3,data,col_id,f,yomo,2018-04-12 06:45:21.701556,yomo,2018-04-12 06:45:21.701556
90214,3,3,data,attr_id,f,yomo,2018-04-12 06:45:30.656075,yomo,2018-04-12 06:45:30.656075
90214,4,3,data,name,f,yomo,2018-04-12 06:45:35.366097,yomo,2018-04-12 06:45:35.366097
90214,5,3,data,value,f,yomo,2018-04-12 06:45:40.121037,yomo,2018-04-12 06:45:40.121037
90214,6,3,data,disabled_flag,f,yomo,2018-04-12 06:45:44.276007,yomo,2018-04-12 06:45:44.276007
90214,2,1,name,Column ID,f,yomo,2018-04-12 06:45:21.701556,yomo,2018-04-12 06:45:21.701556
90214,2,4,name-jp,Column ID,f,yomo,2018-04-12 06:45:21.701556,yomo,2018-04-12 06:45:21.701556
90214,3,1,name,Attr ID,f,yomo,2018-04-12 06:45:30.656075,yomo,2018-04-12 06:45:30.656075
90214,3,4,name-jp,Attr ID,f,yomo,2018-04-12 06:45:30.656075,yomo,2018-04-12 06:45:30.656075
90214,4,1,name,Name,f,yomo,2018-04-12 06:45:35.366097,yomo,2018-04-12 06:45:35.366097
90214,4,4,name-jp,Name,f,yomo,2018-04-12 06:45:35.366097,yomo,2018-04-12 06:45:35.366097
90214,5,1,name,Value,f,yomo,2018-04-12 06:45:40.121037,yomo,2018-04-12 06:45:40.121037
